assets,numpy,qpo
"['AXSUSDT', 'BADGERUSDT', 'APTUSDT', 'AAVEUSDT', 'DENTUSDT', 'AUDIOUSDT', 'ADXUSDT', 'ATOMUSDT', 'BTTCUSDT']",0.010115969637504661,0.009867600527538765
"['ACAUSDT', 'DARUSDT', 'DENTUSDT', 'XRPUSDT', 'BLZUSDT', 'BSWUSDT', 'ADAUSDT', 'BNBUSDT', 'COMPUSDT']",0.00444833439585291,0.0009656101902047517
"['DENTUSDT', 'AUDIOUSDT', 'BURGERUSDT', 'ARDRUSDT', 'AVABUSD', 'ASTRUSDT', 'CLVUSDT', 'ALCXUSDT', 'BELUSDT']",0.011148418102832259,0.011423034047242993
"['BARUSDT', 'AVAXUSDT', 'BLZUSDT', 'DIAUSDT', 'CELRUSDT', 'ALICEUSDT', 'C98USDT', 'CAKEUSDT', 'CKBUSDT']",0.018902259173310218,0.018440619837264513
"['CHZUSDT', 'AAVEUSDT', 'DFUSDT', 'CFXUSDT', 'AVAUSDT', 'DENTUSDT', 'ALPACAUSDT', 'BIFIUSDT', 'BETAUSDT']",0.00375386789899518,0.0056384532532726735
"['CHRUSDT', 'CELRUSDT', 'XRPUSDT', 'CITYUSDT', 'BTCUSDT', 'ANKRUSDT', 'ANTUSDT', 'CVPUSDT', 'ADAUPUSDT']",0.006167453973855315,0.0025688341964595863
"['ADAUPUSDT', 'BNXUSDT', 'AGLDUSDT', 'CITYUSDT', 'CHRUSDT', 'DFUSDT', 'ALCXUSDT', 'CTKUSDT', 'ATAUSDT']",0.007303687850536799,0.005980774345193027
"['DASHUSDT', 'DATAUSDT', 'ALICEUSDT', 'ASTRUSDT', 'APTUSDT', 'ALPINEUSDT', '1INCHUSDT', 'BTTCUSDT', 'CLVUSDT']",0.018981506619870095,0.019017999457227226
"['C98USDT', 'DGBUSDT', 'API3USDT', 'BTCUPUSDT', 'ALPACAUSDT', 'DEGOUSDT', 'BADGERUSDT', 'ADAUPUSDT', 'CLVUSDT']",0.009363050001340129,0.009981025271628863
"['ASTRUSDT', 'AXSUSDT', 'ATOMUSDT', 'BLZUSDT', 'CHESSUSDT', 'DOCKUSDT', 'DGBUSDT', 'BURGERUSDT', 'DIAUSDT']",0.014470041546624152,0.014325729885765838
"['ARDRUSDT', 'BETAUSDT', 'BUSDUSDT', 'ASTRUSDT', 'ACHUSDT', 'AGIXUSDT', 'DODOUSDT', 'BTCUSDT', 'CELOUSDT']",0.004222668563617279,0.004247088537969252
"['AVABUSD', 'DASHUSDT', 'ACHUSDT', 'CLVUSDT', 'ADADOWNUSDT', 'ALPHAUSDT', 'CITYUSDT', 'COMPUSDT', 'ACMUSDT']",0.005103462679530012,0.0013307644257590503
"['BALUSDT', 'AUCTIONUSDT', 'ALPHAUSDT', 'BIFIUSDT', 'COMPUSDT', 'DEGOUSDT', 'ASRUSDT', 'DGBUSDT', 'BNBUPUSDT']",0.0033852263177439564,0.0022853234412569252
"['ALPHAUSDT', 'BUSDUSDT', 'DFUSDT', 'BTCUPUSDT', 'AXSUSDT', 'CTSIUSDT', 'CLVUSDT', 'BARUSDT', 'AMPUSDT']",0.005551586647115884,0.0057386299841520275
"['COTIUSDT', 'CTKUSDT', 'BETAUSDT', 'BLZUSDT', 'AVAUSDT', 'ANTUSDT', 'BTTCUSDT', 'AUDIOUSDT', 'ARPAUSDT']",0.008513484420596075,0.007670668449379712
"['CITYUSDT', '1INCHUSDT', 'DIAUSDT', 'ARBUSDT', 'ACHUSDT', 'BNXUSDT', 'BTCUPUSDT', 'DENTUSDT', 'DARUSDT']",0.006753990757662908,0.007990052681959316
"['ADXUSDT', 'CHRUSDT', 'AUCTIONUSDT', 'BTSUSDT', 'COTIUSDT', 'DATAUSDT', 'ASRUSDT', 'BLZUSDT', 'ALCXUSDT']",0.009347285856014973,0.009497755528599043
"['BAKEUSDT', 'CTXCUSDT', 'C98USDT', 'CITYUSDT', 'COMPUSDT', 'ALPHAUSDT', 'BUSDUSDT', 'BNBDOWNUSDT', 'AVAUSDT']",0.010333551114387305,0.01030285421840153
"['APEUSDT', 'COSUSDT', 'CAKEUSDT', 'XRPUSDT', 'ETHUSDT', 'SOLUSDT', 'BADGERUSDT', 'ASRUSDT', 'DASHUSDT']",0.005802027246829891,0.004284391626414434
"['DCRUSDT', 'CELOUSDT', 'ANTUSDT', 'APTUSDT', 'CVXUSDT', 'ARUSDT', 'ARBUSDT', 'ALPACAUSDT', 'BICOUSDT']",nan,0.0031651003281619504
"['CHZUSDT', 'AVAXUSDT', 'XRPUSDT', 'CHESSUSDT', 'ANTUSDT', 'COTIUSDT', 'ALICEUSDT', 'CELOUSDT', 'DODOUSDT']",0.003890313369765096,0.004121548902220364
"['CTXCUSDT', 'ARBUSDT', 'ADADOWNUSDT', 'DFUSDT', 'BNBDOWNUSDT', 'CLVUSDT', 'AKROUSDT', 'CRVUSDT', 'BETAUSDT']",0.009902852628574104,0.010507444436597428
"['DENTUSDT', 'BURGERUSDT', 'ACMUSDT', 'BNBUPUSDT', 'ARBUSDT', 'ACAUSDT', 'DFUSDT', 'DCRUSDT', 'BTSUSDT']",0.007826974815980936,0.007078730023651048
"['CRVUSDT', 'ADAUSDT', 'ETHUSDT', 'ARBUSDT', 'BURGERUSDT', 'AAVEUSDT', 'C98USDT', 'CAKEUSDT', 'AGIXUSDT']",0.003700812865930951,0.003612844141727157
"['DARUSDT', 'BURGERUSDT', 'COMPUSDT', '1INCHUSDT', 'ATOMUSDT', 'BLZUSDT', 'CHESSUSDT', 'ACHUSDT', 'BALUSDT']",0.004432422149547451,0.004938162505061095
"['BARUSDT', 'CRVUSDT', 'BICOUSDT', 'CHRUSDT', 'AVAUSDT', 'AUCTIONUSDT', 'ARDRUSDT', 'CTXCUSDT', 'BSWUSDT']",0.013309311306847094,0.013534097347339335
