open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1637280000000,0.00000176,0.00000180,0.00000169,0.00000178,19746960.00000000,1637366399999,34.59326063,10083,9856730.00000000,17.30648824,0
1637366400000,0.00000178,0.00000259,0.00000176,0.00000200,118044426.00000000,1637452799999,252.36882850,40394,58571562.00000000,125.97417938,0
1637452800000,0.00000201,0.00000316,0.00000201,0.00000282,235508634.00000000,1637539199999,629.15766951,93307,117639265.00000000,313.53358026,0
1637539200000,0.00000282,0.00000286,0.00000239,0.00000245,60657321.00000000,1637625599999,152.44768538,23843,32604227.00000000,81.96964747,0
1637625600000,0.00000245,0.00000246,0.00000224,0.00000237,39887031.00000000,1637711999999,91.80864524,16870,20018582.00000000,46.11210942,0
1637712000000,0.00000237,0.00000237,0.00000220,0.00000228,20726121.00000000,1637798399999,46.86871893,5687,10427340.00000000,23.58887955,0
1637798400000,0.00000229,0.00000244,0.00000209,0.00000228,31947973.00000000,1637884799999,72.50905662,8449,14337824.00000000,32.54536395,0
1637884800000,0.00000229,0.00000230,0.00000210,0.00000217,17986627.00000000,1637971199999,39.16395304,5055,8676728.00000000,18.89998830,0
1637971200000,0.00000218,0.00000222,0.00000211,0.00000219,9659639.00000000,1638057599999,20.96519804,2793,4302500.00000000,9.36984339,0
1638057600000,0.00000219,0.00000226,0.00000198,0.00000203,24263573.00000000,1638143999999,49.98859183,5062,13576128.00000000,27.95146911,0
1638144000000,0.00000203,0.00000209,0.00000198,0.00000206,7599593.00000000,1638230399999,15.50866202,2602,3337587.00000000,6.83481843,0
1638230400000,0.00000206,0.00000210,0.00000189,0.00000203,12125722.00000000,1638316799999,24.09957648,2995,6267254.00000000,12.43845128,0
1638316800000,0.00000203,0.00000212,0.00000200,0.00000205,13874419.00000000,1638403199999,28.38165246,3363,7198074.00000000,14.75057387,0
1638403200000,0.00000205,0.00000212,0.00000200,0.00000206,14248648.00000000,1638489599999,29.08650096,3955,6691434.00000000,13.67220156,0
1638489600000,0.00000206,0.00000210,0.00000199,0.00000203,19111549.00000000,1638575999999,38.97468521,5965,8446464.00000000,17.25416965,0
1638576000000,0.00000205,0.00000205,0.00000163,0.00000188,24810969.00000000,1638662399999,44.71348531,6584,10443870.00000000,18.79860152,0
1638662400000,0.00000188,0.00000214,0.00000170,0.00000174,20574834.00000000,1638748799999,38.58712996,6385,10204249.00000000,19.32239006,0
1638748800000,0.00000175,0.00000215,0.00000175,0.00000188,27086019.00000000,1638835199999,51.07611752,8292,14394629.00000000,27.15785115,0
1638835200000,0.00000188,0.00000190,0.00000180,0.00000186,8940092.00000000,1638921599999,16.48362768,2748,4477085.00000000,8.28157587,0
1638921600000,0.00000186,0.00000191,0.00000180,0.00000187,11831427.00000000,1639007999999,21.92651198,2583,5915842.00000000,10.99414727,0
1639008000000,0.00000188,0.00000189,0.00000180,0.00000180,4850285.00000000,1639094399999,8.93423404,1627,1887113.00000000,3.47048488,0
1639094400000,0.00000181,0.00000185,0.00000172,0.00000173,5691218.00000000,1639180799999,10.05897220,1850,2454113.00000000,4.35879054,0
1639180800000,0.00000173,0.00000178,0.00000172,0.00000175,3358693.00000000,1639267199999,5.89276821,1248,2066478.00000000,3.62899812,0
1639267200000,0.00000174,0.00000176,0.00000172,0.00000174,2507418.00000000,1639353599999,4.35880526,791,1150496.00000000,2.00412542,0
1639353600000,0.00000174,0.00000174,0.00000162,0.00000167,5684665.00000000,1639439999999,9.49193506,1896,3120427.00000000,5.19999383,0
1639440000000,0.00000167,0.00000172,0.00000154,0.00000165,18786939.00000000,1639526399999,30.26938234,3943,9984734.00000000,16.21872038,0
1639526400000,0.00000164,0.00000184,0.00000160,0.00000171,24148225.00000000,1639612799999,40.87154376,5700,11641284.00000000,19.92123180,0
