open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1651968000000,0.00000199,0.00000209,0.00000195,0.00000199,5078780.00000000,1652054399999,10.21078207,1805,2206157.00000000,4.43908601,0
1652054400000,0.00000200,0.00000201,0.00000184,0.00000195,8312235.00000000,1652140799999,15.90654060,2275,4285650.00000000,8.22959410,0
1652140800000,0.00000194,0.00000203,0.00000189,0.00000194,6088156.00000000,1652227199999,11.96925818,1884,3005734.00000000,5.90611230,0
1652227200000,0.00000195,0.00000195,0.00000156,0.00000160,14283884.00000000,1652313599999,24.38946391,3615,7319862.00000000,12.49212227,0
1652313600000,0.00000160,0.00000165,0.00000127,0.00000141,19761066.00000000,1652399999999,27.93829495,4043,10566650.00000000,14.85500908,0
1652400000000,0.00000140,0.00000168,0.00000138,0.00000162,11921554.00000000,1652486399999,18.50461404,3024,6815700.00000000,10.57135833,0
1652486400000,0.00000161,0.00000178,0.00000159,0.00000170,9415653.00000000,1652572799999,15.80164938,2694,5350463.00000000,8.96289743,0
1652572800000,0.00000171,0.00000174,0.00000167,0.00000174,2402319.00000000,1652659199999,4.09943567,1054,1220660.00000000,2.08860875,0
1652659200000,0.00000174,0.00000183,0.00000163,0.00000167,7909079.00000000,1652745599999,13.49764839,1610,5207998.00000000,8.84862194,0
1652745600000,0.00000168,0.00000189,0.00000165,0.00000180,10970315.00000000,1652831999999,19.33901090,2597,5219896.00000000,9.23200015,0
1652832000000,0.00000179,0.00000180,0.00000168,0.00000168,5106315.00000000,1652918399999,8.92400891,1157,2416995.00000000,4.22103853,0
1652918400000,0.00000168,0.00000177,0.00000159,0.00000167,12253482.00000000,1653004799999,20.19952483,2792,6936033.00000000,11.41545767,0
1653004800000,0.00000167,0.00000170,0.00000164,0.00000168,4139172.00000000,1653091199999,6.89718792,1360,1822146.00000000,3.04855220,0
1653091200000,0.00000169,0.00000177,0.00000165,0.00000173,3791718.00000000,1653177599999,6.45579698,1077,1945544.00000000,3.32290081,0
1653177600000,0.00000173,0.00000188,0.00000172,0.00000179,10418675.00000000,1653263999999,18.64290805,2486,5826285.00000000,10.43479548,0
1653264000000,0.00000178,0.00000189,0.00000174,0.00000177,6502460.00000000,1653350399999,11.78422918,1858,3455889.00000000,6.27663470,0
1653350400000,0.00000177,0.00000201,0.00000169,0.00000178,17935386.00000000,1653436799999,32.88021285,4773,8657783.00000000,15.91717515,0
1653436800000,0.00000178,0.00000178,0.00000170,0.00000177,5244903.00000000,1653523199999,9.11248374,1529,2124467.00000000,3.70148649,0
1653523200000,0.00000177,0.00000184,0.00000167,0.00000170,12006623.00000000,1653609599999,20.97809302,3149,5364103.00000000,9.38205890,0
1653609600000,0.00000171,0.00000174,0.00000163,0.00000167,6919930.00000000,1653695999999,11.58879568,2278,4028294.00000000,6.76710597,0
1653696000000,0.00000167,0.00000168,0.00000162,0.00000165,3729090.00000000,1653782399999,6.13166840,718,2635738.00000000,4.32526943,0
1653782400000,0.00000167,0.00000186,0.00000163,0.00000176,8050089.00000000,1653868799999,14.07930189,2338,4871665.00000000,8.50056904,0
1653868800000,0.00000176,0.00000210,0.00000173,0.00000176,18765540.00000000,1653955199999,35.33163163,5197,8413301.00000000,15.93161973,0
1653955200000,0.00000175,0.00000177,0.00000167,0.00000171,6032561.00000000,1654041599999,10.40392350,1808,2353709.00000000,4.07163929,0
1654041600000,0.00000170,0.00000206,0.00000170,0.00000182,27748803.00000000,1654127999999,51.60621838,7198,14464017.00000000,26.94354321,0
1654128000000,0.00000182,0.00000192,0.00000180,0.00000188,10043187.00000000,1654214399999,18.57529795,2888,5539101.00000000,10.26382626,0
1654214400000,0.00000189,0.00000209,0.00000186,0.00000193,17065254.00000000,1654300799999,33.09096367,4166,9337348.00000000,18.18218053,0
1654300800000,0.00000193,0.00000208,0.00000188,0.00000196,13572796.00000000,1654387199999,26.68163700,5565,6729136.00000000,13.25377684,0
1654387200000,0.00000197,0.00000201,0.00000192,0.00000197,2294518.00000000,1654473599999,4.50921953,745,1162591.00000000,2.28985047,0
1654473600000,0.00000196,0.00000196,0.00000188,0.00000190,2309464.00000000,1654559999999,4.43509534,910,1104517.00000000,2.12316128,0
1654560000000,0.00000191,0.00000192,0.00000184,0.00000185,2572759.00000000,1654646399999,4.84600509,1121,1053003.00000000,1.99030058,0
1654646400000,0.00000186,0.00000188,0.00000182,0.00000186,2221051.00000000,1654732799999,4.12710481,950,1082613.00000000,2.01679195,0
1654732800000,0.00000186,0.00000188,0.00000177,0.00000182,13473583.00000000,1654819199999,24.63443785,3443,6313709.00000000,11.60153472,0
1654819200000,0.00000180,0.00000193,0.00000169,0.00000176,16668989.00000000,1654905599999,30.66208948,3435,7590797.00000000,14.01100630,0
1654905600000,0.00000175,0.00000176,0.00000165,0.00000169,3107530.00000000,1654991999999,5.28791181,1086,1473826.00000000,2.51838175,0
1654992000000,0.00000170,0.00000178,0.00000157,0.00000163,9621273.00000000,1655078399999,15.96642013,3221,4201703.00000000,7.06996801,0
1655078400000,0.00000164,0.00000170,0.00000149,0.00000161,14626842.00000000,1655164799999,23.04493674,4017,6852694.00000000,10.87886683,0
1655164800000,0.00000160,0.00000166,0.00000150,0.00000162,11413224.00000000,1655251199999,18.11378127,3025,6276047.00000000,9.99979589,0
1655251200000,0.00000161,0.00000169,0.00000154,0.00000169,8398771.00000000,1655337599999,13.49196258,2521,4655400.00000000,7.52807416,0
1655337600000,0.00000168,0.00000175,0.00000164,0.00000170,7170619.00000000,1655423999999,12.19974183,2219,3958199.00000000,6.75545524,0
1655424000000,0.00000170,0.00000185,0.00000170,0.00000181,9162842.00000000,1655510399999,16.23339210,2592,5334036.00000000,9.49740502,0
1655510400000,0.00000181,0.00000189,0.00000176,0.00000185,7319107.00000000,1655596799999,13.34884001,2270,3727779.00000000,6.81959905,0
1655596800000,0.00000185,0.00000193,0.00000177,0.00000182,9310641.00000000,1655683199999,17.17660032,2309,4822112.00000000,8.94609430,0
1655683200000,0.00000181,0.00000209,0.00000179,0.00000199,17272058.00000000,1655769599999,33.49160637,5504,9127534.00000000,17.71189720,0
1655769600000,0.00000199,0.00000266,0.00000193,0.00000218,34827634.00000000,1655855999999,77.28920118,11380,18995823.00000000,42.29962959,0
1655856000000,0.00000216,0.00000219,0.00000206,0.00000211,4262919.00000000,1655942399999,8.98800416,1887,1978680.00000000,4.17708571,0
1655942400000,0.00000212,0.00000220,0.00000208,0.00000210,6605330.00000000,1656028799999,14.05602468,1994,3318414.00000000,7.08182584,0
1656028800000,0.00000209,0.00000212,0.00000206,0.00000210,3074438.00000000,1656115199999,6.43529167,2597,1757005.00000000,3.69105354,0
1656115200000,0.00000210,0.00000214,0.00000204,0.00000212,4505569.00000000,1656201599999,9.43548603,4140,1668369.00000000,3.50859627,0
1656201600000,0.00000212,0.00000214,0.00000205,0.00000206,3166341.00000000,1656287999999,6.63955403,3705,1538807.00000000,3.23272811,0
1656288000000,0.00000207,0.00000236,0.00000204,0.00000209,9361913.00000000,1656374399999,20.03094854,5515,4797072.00000000,10.24253366,0
1656374400000,0.00000209,0.00000217,0.00000208,0.00000211,3912758.00000000,1656460799999,8.30326604,3945,2020446.00000000,4.30054290,0
1656460800000,0.00000211,0.00000214,0.00000202,0.00000206,4193716.00000000,1656547199999,8.69085707,3851,1569949.00000000,3.25906986,0
1656547200000,0.00000205,0.00000213,0.00000193,0.00000202,8918923.00000000,1656633599999,17.91397084,4958,3017065.00000000,6.07663493,0
1656633600000,0.00000202,0.00000217,0.00000197,0.00000206,7994987.00000000,1656719999999,16.53871474,5087,3895486.00000000,8.09667860,0
1656720000000,0.00000206,0.00000231,0.00000204,0.00000210,9250934.00000000,1656806399999,19.76215718,5299,5004149.00000000,10.72289411,0
1656806400000,0.00000210,0.00000219,0.00000209,0.00000212,3868309.00000000,1656892799999,8.22958787,4016,1969381.00000000,4.19852005,0
1656892800000,0.00000210,0.00000217,0.00000205,0.00000205,3577220.00000000,1656979199999,7.51806654,3575,1706559.00000000,3.60262470,0
1656979200000,0.00000205,0.00000208,0.00000199,0.00000201,3429527.00000000,1657065599999,6.99230202,3639,1471100.00000000,3.01504854,0
1657065600000,0.00000201,0.00000208,0.00000200,0.00000202,2279607.00000000,1657151999999,4.65157250,2833,1363995.00000000,2.78776115,0
1657152000000,0.00000203,0.00000239,0.00000201,0.00000206,18658507.00000000,1657238399999,40.63320295,8915,8373918.00000000,18.18501263,0
1657238400000,0.00000206,0.00000224,0.00000200,0.00000206,10569764.00000000,1657324799999,22.24642439,6231,3957614.00000000,8.35236257,0
1657324800000,0.00000206,0.00000213,0.00000203,0.00000209,5294122.00000000,1657411199999,11.02224757,4046,2361020.00000000,4.90541149,0
1657411200000,0.00000209,0.00000229,0.00000208,0.00000209,12155313.00000000,1657497599999,26.38778877,6796,5424374.00000000,11.80163874,0
1657497600000,0.00000209,0.00000227,0.00000203,0.00000224,8883203.00000000,1657583999999,18.98358516,5773,5042467.00000000,10.81217616,0
1657584000000,0.00000226,0.00000275,0.00000215,0.00000248,51398444.00000000,1657670399999,126.37546816,16960,27614795.00000000,68.09848255,0
1657670400000,0.00000246,0.00000277,0.00000234,0.00000253,43586805.00000000,1657756799999,111.34357133,14002,21864409.00000000,56.00310997,0
1657756800000,0.00000252,0.00000255,0.00000237,0.00000239,4633883.00000000,1657843199999,11.43650173,1717,2247768.00000000,5.55584859,0
1657843200000,0.00000239,0.00000359,0.00000238,0.00000267,49907045.00000000,1657929599999,148.06634226,13163,25215275.00000000,74.98903315,0
1657929600000,0.00000266,0.00000271,0.00000251,0.00000256,12068450.00000000,1658015999999,31.30365563,4450,5745721.00000000,14.94100853,0
1658016000000,0.00000254,0.00000255,0.00000241,0.00000248,3716090.00000000,1658102399999,9.17523620,1446,1696834.00000000,4.20226352,0
1658102400000,0.00000247,0.00000248,0.00000231,0.00000233,6770793.00000000,1658188799999,16.20506605,2757,3093328.00000000,7.40387256,0
1658188800000,0.00000234,0.00000239,0.00000223,0.00000226,11003275.00000000,1658275199999,25.57350180,3033,6166968.00000000,14.35952619,0
1658275200000,0.00000226,0.00000227,0.00000213,0.00000216,4127545.00000000,1658361599999,9.13251506,1415,1807119.00000000,3.99446091,0
1658361600000,0.00000216,0.00000220,0.00000212,0.00000217,4187709.00000000,1658447999999,9.08226121,1339,1418632.00000000,3.07920868,0
1658448000000,0.00000217,0.00000219,0.00000213,0.00000219,2816736.00000000,1658534399999,6.08148493,787,1187032.00000000,2.56592248,0
1658534400000,0.00000218,0.00000227,0.00000216,0.00000223,7358030.00000000,1658620799999,16.33522513,1335,3560548.00000000,7.93604889,0
1658620800000,0.00000222,0.00000222,0.00000218,0.00000220,2067736.00000000,1658707199999,4.55147821,542,514651.00000000,1.13540027,0
1658707200000,0.00000219,0.00000220,0.00000212,0.00000217,2723995.00000000,1658793599999,5.86542489,862,1364074.00000000,2.93885399,0
1658793600000,0.00000215,0.00000216,0.00000211,0.00000213,1461398.00000000,1658879999999,3.12068149,578,790386.00000000,1.69011254,0
1658880000000,0.00000214,0.00000231,0.00000209,0.00000212,8954840.00000000,1658966399999,19.77968112,2767,4880864.00000000,10.80148904,0
1658966400000,0.00000212,0.00000213,0.00000204,0.00000209,7576743.00000000,1659052799999,15.75467866,1824,2833399.00000000,5.88500032,0
1659052800000,0.00000207,0.00000208,0.00000203,0.00000206,2598513.00000000,1659139199999,5.34698868,911,1270256.00000000,2.61804116,0
1659139200000,0.00000205,0.00000208,0.00000201,0.00000206,3165145.00000000,1659225599999,6.49050683,925,1659398.00000000,3.41347107,0
1659225600000,0.00000206,0.00000220,0.00000206,0.00000215,5150131.00000000,1659311999999,10.92595325,1491,2764295.00000000,5.89457098,0
1659312000000,0.00000215,0.00000233,0.00000214,0.00000223,11014935.00000000,1659398399999,24.66164804,2342,6652443.00000000,14.89164660,0
1659398400000,0.00000224,0.00000227,0.00000210,0.00000214,4461967.00000000,1659484799999,9.66663672,1457,1978023.00000000,4.28891963,0
1659484800000,0.00000215,0.00000215,0.00000209,0.00000212,2466054.00000000,1659571199999,5.20307167,687,974074.00000000,2.05829581,0
1659571200000,0.00000213,0.00000216,0.00000209,0.00000214,2922213.00000000,1659657599999,6.18668863,846,1315261.00000000,2.79277107,0
1659657600000,0.00000215,0.00000216,0.00000210,0.00000215,2134421.00000000,1659743999999,4.53657224,573,1469702.00000000,3.12510459,0
1659744000000,0.00000216,0.00000224,0.00000216,0.00000220,3198545.00000000,1659830399999,7.02637805,1060,2003144.00000000,4.40830866,0
1659830400000,0.00000221,0.00000224,0.00000216,0.00000219,2042994.00000000,1659916799999,4.50317699,688,1121690.00000000,2.48119954,0
1659916800000,0.00000219,0.00000219,0.00000209,0.00000214,2096784.00000000,1660003199999,4.46612882,883,764550.00000000,1.63018013,0
1660003200000,0.00000214,0.00000215,0.00000204,0.00000209,3791575.00000000,1660089599999,7.93155475,1048,1864049.00000000,3.90441209,0
1660089600000,0.00000211,0.00000227,0.00000209,0.00000216,12773865.00000000,1660175999999,27.68341550,3318,6900426.00000000,14.95855516,0
1660176000000,0.00000216,0.00000229,0.00000210,0.00000223,10041392.00000000,1660262399999,21.93407315,3919,5355877.00000000,11.73042122,0
1660262400000,0.00000225,0.00000235,0.00000220,0.00000233,8835694.00000000,1660348799999,20.26925721,3894,5033074.00000000,11.58061070,0
1660348800000,0.00000233,0.00000236,0.00000222,0.00000224,2440914.00000000,1660435199999,5.59482878,1291,1229414.00000000,2.82928125,0
1660435200000,0.00000224,0.00000226,0.00000219,0.00000224,1674927.00000000,1660521599999,3.72526821,749,1011039.00000000,2.25212498,0
1660521600000,0.00000224,0.00000226,0.00000218,0.00000222,5204368.00000000,1660607999999,11.60852059,1777,2780465.00000000,6.19300027,0
1660608000000,0.00000223,0.00000223,0.00000215,0.00000219,3729097.00000000,1660694399999,8.11717087,1305,2121945.00000000,4.62006349,0
1660694400000,0.00000218,0.00000219,0.00000213,0.00000215,1259378.00000000,1660780799999,2.71108417,569,411121.00000000,0.88643940,0
1660780800000,0.00000213,0.00000220,0.00000212,0.00000217,3262262.00000000,1660867199999,7.04162516,1060,1964764.00000000,4.25417210,0
1660867200000,0.00000216,0.00000216,0.00000204,0.00000213,3390635.00000000,1660953599999,7.11341152,1148,1264672.00000000,2.65366346,0
1660953600000,0.00000213,0.00000215,0.00000208,0.00000210,1794743.00000000,1661039999999,3.80270585,640,725878.00000000,1.54190427,0
1661040000000,0.00000209,0.00000211,0.00000208,0.00000210,1103407.00000000,1661126399999,2.30961730,440,470600.00000000,0.98750444,0
1661126400000,0.00000209,0.00000215,0.00000204,0.00000206,5518777.00000000,1661212799999,11.45117544,1172,2683949.00000000,5.59410623,0
1661212800000,0.00000207,0.00000211,0.00000205,0.00000209,2570854.00000000,1661299199999,5.33386534,607,1512450.00000000,3.14475280,0
1661299200000,0.00000208,0.00000215,0.00000206,0.00000210,3600787.00000000,1661385599999,7.54853748,1099,1746639.00000000,3.67390368,0
1661385600000,0.00000210,0.00000310,0.00000210,0.00000263,277880659.00000000,1661471999999,741.49549713,60652,134936371.00000000,362.09150968,0
1661472000000,0.00000262,0.00000320,0.00000240,0.00000256,131325402.00000000,1661558399999,366.47779045,31583,60225168.00000000,167.98770282,0
1661558400000,0.00000256,0.00000298,0.00000255,0.00000278,46423369.00000000,1661644799999,127.92903456,12771,22050304.00000000,61.02468489,0
1661644800000,0.00000276,0.00000288,0.00000252,0.00000258,15304090.00000000,1661731199999,40.60170443,4748,6313497.00000000,16.82401668,0
1661731200000,0.00000257,0.00000257,0.00000239,0.00000250,15822984.00000000,1661817599999,38.72300471,5179,7247802.00000000,17.77175913,0
1661817600000,0.00000251,0.00000265,0.00000237,0.00000244,9990847.00000000,1661903999999,24.91126802,2939,4290217.00000000,10.71843864,0
1661904000000,0.00000243,0.00000243,0.00000234,0.00000240,3760956.00000000,1661990399999,8.94325968,1162,1544800.00000000,3.68038683,0
1661990400000,0.00000239,0.00000243,0.00000230,0.00000235,3439046.00000000,1662076799999,8.05720212,1212,1850678.00000000,4.35969809,0
1662076800000,0.00000235,0.00000237,0.00000230,0.00000234,11351312.00000000,1662163199999,26.58185186,3298,4290389.00000000,10.07011102,0
1662163200000,0.00000234,0.00000241,0.00000232,0.00000235,7393465.00000000,1662249599999,17.33454593,2059,3386539.00000000,7.96390625,0
1662249600000,0.00000235,0.00000238,0.00000232,0.00000235,3977658.00000000,1662335999999,9.34033605,1726,1846126.00000000,4.34457253,0
1662336000000,0.00000233,0.00000235,0.00000226,0.00000232,3216279.00000000,1662422399999,7.39449043,1412,1498912.00000000,3.45440397,0
1662422400000,0.00000232,0.00000236,0.00000229,0.00000231,4008107.00000000,1662508799999,9.28386190,2002,1901032.00000000,4.41252504,0
1662508800000,0.00000231,0.00000234,0.00000225,0.00000231,4048393.00000000,1662595199999,9.28031803,2291,1837091.00000000,4.21381928,0
1662595200000,0.00000230,0.00000359,0.00000228,0.00000262,84774842.00000000,1662681599999,231.00972780,30782,41640281.00000000,113.08319771,0
1662681600000,0.00000263,0.00000320,0.00000232,0.00000235,43645029.00000000,1662767999999,110.22571527,14464,18647171.00000000,47.17176228,0
1662768000000,0.00000234,0.00000255,0.00000226,0.00000227,17905791.00000000,1662854399999,42.09700413,5198,7980723.00000000,18.89678469,0
1662854400000,0.00000228,0.00000570,0.00000224,0.00000444,186805113.00000000,1662940799999,729.79441241,105433,96454951.00000000,376.00843885,0
1662940800000,0.00000443,0.00000751,0.00000401,0.00000434,189469450.00000000,1663027199999,1050.33892687,111999,90446279.00000000,506.15414768,0
1663027200000,0.00000433,0.00000469,0.00000359,0.00000393,83365381.00000000,1663113599999,335.10153012,32000,37776813.00000000,152.45945919,0
1663113600000,0.00000393,0.00000414,0.00000320,0.00000345,48835472.00000000,1663199999999,175.22573428,19387,22337866.00000000,80.41522956,0
1663200000000,0.00000346,0.00000537,0.00000322,0.00000430,124727820.00000000,1663286399999,552.70142366,58219,61322018.00000000,272.13511070,0
1663286400000,0.00000430,0.00000500,0.00000302,0.00000316,167585676.00000000,1663372799999,580.89857722,51494,79765506.00000000,276.66125901,0
1663372800000,0.00000317,0.00000332,0.00000300,0.00000312,56681351.00000000,1663459199999,177.81244724,18987,23981147.00000000,75.36839784,0
1663459200000,0.00000312,0.00000323,0.00000280,0.00000291,39765714.00000000,1663545599999,119.80795563,13228,17098471.00000000,51.65671558,0
1663545600000,0.00000291,0.00000310,0.00000285,0.00000298,33738782.00000000,1663631999999,100.12603792,11431,15106719.00000000,44.90972416,0
1663632000000,0.00000297,0.00000299,0.00000286,0.00000291,20729751.00000000,1663718399999,60.13887007,7078,9139134.00000000,26.53955522,0
1663718400000,0.00000291,0.00000347,0.00000275,0.00000300,107501007.00000000,1663804799999,328.39986724,35102,49434836.00000000,151.28125015,0
1663804800000,0.00000299,0.00000307,0.00000288,0.00000295,23681929.00000000,1663891199999,70.22947780,8418,11038787.00000000,32.78264970,0
1663891200000,0.00000294,0.00000304,0.00000285,0.00000288,19604124.00000000,1663977599999,56.98694581,6742,8960964.00000000,26.09138115,0
1663977600000,0.00000289,0.00000290,0.00000284,0.00000288,10190927.00000000,1664063999999,29.19933670,3524,3781060.00000000,10.84919072,0
1664064000000,0.00000288,0.00000289,0.00000281,0.00000282,5840348.00000000,1664150399999,16.56573175,2124,2814453.00000000,7.98419910,0
1664150400000,0.00000283,0.00000287,0.00000268,0.00000274,15972962.00000000,1664236799999,44.03279268,5834,7173972.00000000,19.81852565,0
1664236800000,0.00000274,0.00000292,0.00000265,0.00000284,15049290.00000000,1664323199999,41.58820546,5263,7367126.00000000,20.48367551,0
1664323200000,0.00000283,0.00000283,0.00000269,0.00000272,5600895.00000000,1664409599999,15.41660676,2217,2175469.00000000,5.99614880,0
1664409600000,0.00000272,0.00000272,0.00000264,0.00000267,7468388.00000000,1664495999999,20.01329893,2056,3191193.00000000,8.55936561,0
1664496000000,0.00000267,0.00000269,0.00000259,0.00000267,4657661.00000000,1664582399999,12.31326215,1756,2317965.00000000,6.12729904,0
1664582400000,0.00000268,0.00000304,0.00000266,0.00000275,18595048.00000000,1664668799999,52.12011861,6549,8291576.00000000,23.26187696,0
1664668800000,0.00000275,0.00000275,0.00000266,0.00000267,4366552.00000000,1664755199999,11.75848610,1479,1851647.00000000,4.98343005,0
1664755200000,0.00000268,0.00000268,0.00000262,0.00000264,6748293.00000000,1664841599999,17.89159749,2081,2458278.00000000,6.52533518,0
1664841600000,0.00000263,0.00000264,0.00000256,0.00000259,4453252.00000000,1664927999999,11.58459592,1482,1793752.00000000,4.66889284,0
1664928000000,0.00000259,0.00000260,0.00000255,0.00000257,4728741.00000000,1665014399999,12.16863185,1328,2000313.00000000,5.15247964,0
1665014400000,0.00000258,0.00000269,0.00000257,0.00000263,8626890.00000000,1665100799999,22.61658510,2365,4038349.00000000,10.59293126,0
1665100800000,0.00000263,0.00000267,0.00000258,0.00000266,3261878.00000000,1665187199999,8.54262399,1268,1791251.00000000,4.69809772,0
1665187200000,0.00000265,0.00000273,0.00000264,0.00000268,3255308.00000000,1665273599999,8.75485385,1108,1802602.00000000,4.85344935,0
1665273600000,0.00000268,0.00000274,0.00000266,0.00000272,1724350.00000000,1665359999999,4.64202858,735,887525.00000000,2.39627561,0
1665360000000,0.00000271,0.00000290,0.00000270,0.00000274,10428440.00000000,1665446399999,29.07186854,3613,5091189.00000000,14.21746701,0
1665446400000,0.00000275,0.00000276,0.00000257,0.00000261,5728420.00000000,1665532799999,15.12577660,1770,2981085.00000000,7.89195755,0
1665532800000,0.00000260,0.00000263,0.00000254,0.00000255,3790425.00000000,1665619199999,9.73673133,942,1259355.00000000,3.24245789,0
1665619200000,0.00000256,0.00000261,0.00000236,0.00000247,8796802.00000000,1665705599999,21.68909430,2438,3689258.00000000,9.11516528,0
1665705600000,0.00000247,0.00000252,0.00000242,0.00000249,5065967.00000000,1665791999999,12.45426837,1247,2416195.00000000,5.96190656,0
1665792000000,0.00000249,0.00000254,0.00000243,0.00000248,3826716.00000000,1665878399999,9.46374833,962,1756597.00000000,4.35102020,0
1665878400000,0.00000248,0.00000248,0.00000244,0.00000245,2018385.00000000,1665964799999,4.96695024,780,811951.00000000,2.00213353,0
1665964800000,0.00000245,0.00000324,0.00000241,0.00000257,47443406.00000000,1666051199999,129.06525383,13690,22951529.00000000,62.93308089,0
1666051200000,0.00000257,0.00000283,0.00000249,0.00000254,26860878.00000000,1666137599999,69.91732822,6809,12205450.00000000,31.91310029,0
1666137600000,0.00000254,0.00000261,0.00000244,0.00000246,6054445.00000000,1666223999999,15.12675088,1519,2269257.00000000,5.70610362,0
1666224000000,0.00000245,0.00000251,0.00000243,0.00000245,3657251.00000000,1666310399999,8.98617358,1068,1792142.00000000,4.41397422,0
1666310400000,0.00000245,0.00000246,0.00000237,0.00000243,3206225.00000000,1666396799999,7.73927838,970,947710.00000000,2.28978841,0
