numberofiteration,timeforcvxpymethod
469,0.0010599999999989507
470,0.0010739999999991312
471,0.0010519999999978324
472,0.0010790000000007183
473,0.0010830000000012774
474,0.0011670000000023606
475,0.001116999999997148
476,0.0010919999999998709
477,0.0010879999999993117
478,0.0011040000000015482
479,0.001068000000000069
480,0.001078000000003243
481,0.0010750000000001592
482,0.0011039999999979955
483,0.001072000000000628
484,0.0010709999999996
485,0.0010980000000024859
486,0.001066999999999041
487,0.0010709999999996
488,0.0010750000000001592
489,0.0010550000000009163
490,0.0010690000000010969
491,0.001072000000000628
492,0.001072000000000628
493,0.0012450000000008288
494,0.0011840000000020723
495,0.0011350000000014404
496,0.001116999999997148
497,0.0011019999999994923
498,0.0010979999999989332
499,0.001097000000001458
500,0.0011069999999975266
501,0.001093999999998374
502,0.00109600000000043
503,0.001090999999998843
504,0.001072000000000628
505,0.001090999999998843
506,0.0011289999999988254
507,0.0011719999999968422
508,0.0012299999999996203
509,0.0010769999999986624
510,0.0010660000000015657
511,0.001077000000002215
512,0.0010930000000008988
513,0.0010859999999972558
514,0.0010639999999995098
515,0.0010620000000010066
516,0.0010839999999987526
517,0.001068000000000069
518,0.0010900000000013677
519,0.0010849999999997806
520,0.0010779999999996903
521,0.001073000000001656
522,0.0010749999999966064
523,0.001065999999998013
524,0.0011119999999991137
525,0.0013350000000009743
526,0.0011850000000031002
527,0.001124000000000791
528,0.0011060000000000514
529,0.0010809999999992215
530,0.0010739999999991312
531,0.0010759999999976344
532,0.0010849999999997806
533,0.0010820000000002494
534,0.0010799999999981935
535,0.0011670000000023606
536,0.001068000000000069
537,0.0010890000000003397
538,0.0010739999999991312
539,0.0010630000000020345
540,0.0011079999999985546
541,0.0010890000000003397
542,0.001073000000001656
543,0.0010919999999998709
544,0.001089999999997815
545,0.0010739999999991312
546,0.0010830000000012774
547,0.0010599999999989507
548,0.0010760000000011871
549,0.0010729999999981032
550,0.0010690000000010969
551,0.001113999999997617
552,0.0010989999999999611
553,0.0010609999999999786
554,0.001101000000002017
555,0.0010629999999984818
556,0.0010529999999988604
557,0.0010869999999982838
558,0.0010629999999984818
559,0.0011049999999990234
560,0.0010739999999991312
561,0.0010750000000001592
562,0.0010510000000003572
563,0.0010739999999991312
564,0.0010499999999993292
565,0.0010529999999988604
566,0.0010779999999996903
567,0.0010890000000003397
568,0.0010989999999999611
569,0.0010989999999999611
570,0.0010660000000015657
571,0.001073000000001656
572,0.0010709999999996
573,0.0010630000000020345
574,0.001064999999996985
575,0.0010999999999974364
576,0.00109600000000043
577,0.001252000000000919
578,0.001148000000000593
579,0.001113999999997617
580,0.0011060000000000514
581,0.0010890000000003397
582,0.0010810000000027742
583,0.0010930000000008988
584,0.001073000000001656
585,0.001074000000002684
586,0.0010759999999976344
587,0.0010709999999996
588,0.0010779999999996903
589,0.0010900000000013677
590,0.0010689999999975441
591,0.0010840000000023053
592,0.0010989999999999611
593,0.0010630000000020345
594,0.0010779999999996903
595,0.0010620000000010066
596,0.0010759999999976344
597,0.0010849999999997806
598,0.0010650000000005377
599,0.0010760000000011871
600,0.0010810000000027742
601,0.0010839999999987526
602,0.0010830000000012774
603,0.001094999999999402
604,0.001094999999999402
605,0.0010670000000025937
606,0.0010660000000015657
607,0.0010829999999977247
608,0.0010830000000012774
609,0.0010550000000009163
610,0.0010799999999981935
611,0.0010630000000020345
612,0.001090999999998843
613,0.001066999999999041
614,0.0010809999999992215
615,0.0011550000000006833
616,0.0011779999999994573
617,0.0011790000000004852
618,0.0010969999999979052
619,0.0011049999999990234
620,0.0011049999999990234
621,0.0010830000000012774
622,0.001117999999998176
623,0.0010979999999989332
624,0.0010840000000023053
625,0.0010839999999987526
626,0.0010760000000011871
627,0.001072000000000628
628,0.001066999999999041
629,0.001073000000001656
630,0.001124000000000791
631,0.0010750000000001592
632,0.0010879999999993117
633,0.0010630000000020345
634,0.0010710000000031528
635,0.0010760000000011871
636,0.0010519999999978324
637,0.0010609999999999786
638,0.0010709999999996
639,0.0011070000000010793
640,0.0010849999999997806
641,0.0010750000000001592
642,0.0010630000000020345
643,0.0010709999999996
644,0.001072000000000628
645,0.0010569999999994195
646,0.0011389999999984468
647,0.0010880000000028645
648,0.001073000000001656
649,0.0010650000000005377
650,0.0010769999999986624
651,0.0010619999999974539
652,0.001066999999999041
653,0.0010589999999979227
654,0.001112999999996589
655,0.0010689999999975441
656,0.0010590000000014754
657,0.0010559999999983916
658,0.0010629999999984818
659,0.0010580000000004475
660,0.0010539999999998884
661,0.0010550000000009163
662,0.0011210000000012599
663,0.0010650000000005377
664,0.001066999999999041
665,0.0010580000000004475
666,0.0010609999999999786
667,0.0010609999999999786
668,0.0010650000000005377
669,0.0010620000000010066
670,0.001072000000000628
671,0.001068000000000069
672,0.0011919999999996378
673,0.0013079999999980885
674,0.0011460000000020898
675,0.0010989999999999611
676,0.0010880000000028645
677,0.0011529999999986273
678,0.0010860000000008085
679,0.0010839999999987526
680,0.0011009999999984643
681,0.001068000000000069
682,0.0010590000000014754
683,0.0010629999999984818
684,0.0012230000000030827
685,0.0012260000000026139
686,0.0014010000000013179
687,0.0012429999999987729
688,0.0011239999999972383
689,0.0011030000000005202
690,0.00109600000000043
691,0.0010709999999996
692,0.0011119999999991137
693,0.001200000000000756
694,0.0011830000000010443
695,0.0011639999999992767
696,0.001100000000000989
697,0.001093999999998374
698,0.0010709999999996
699,0.0010639999999995098
700,0.001100000000000989
701,0.0010809999999992215
702,0.0010849999999997806
703,0.0010969999999979052
704,0.0010660000000015657
705,0.0010660000000015657
706,0.001113999999997617
707,0.0011389999999984468
708,0.0010799999999981935
709,0.001068000000000069
710,0.0010739999999991312
711,0.0010660000000015657
712,0.0010779999999996903
713,0.0010590000000014754
714,0.001077000000002215
715,0.0010860000000008085
716,0.0010600000000025034
717,0.0011369999999999436
718,0.0011800000000015132
719,0.0011159999999996728
720,0.0012429999999987729
721,0.0011379999999974189
722,0.0011310000000008813
723,0.001089999999997815
724,0.001142999999999006
725,0.0011289999999988254
726,0.0010620000000010066
727,0.0010759999999976344
728,0.0010709999999996
729,0.001073000000001656
730,0.001124000000000791
731,0.0010800000000017462
732,0.0013379999999969527
733,0.0012159999999994398
734,0.0013569999999987203
735,0.0012289999999985923
736,0.0011279999999977974
737,0.0011440000000000339
738,0.0011280000000013501
739,0.001068000000000069
740,0.0010820000000002494
741,0.0010769999999986624
742,0.001069999999998572
743,0.0011099999999970578
744,0.0010650000000005377
745,0.0011259999999992942
746,0.0010820000000002494
747,0.0010550000000009163
748,0.0012499999999988631
749,0.0012170000000004677
750,0.0012830000000008113
751,0.001253000000001947
752,0.0012620000000005405
753,0.0011800000000015132
754,0.0011369999999999436
755,0.0011039999999979955
756,0.001090999999998843
757,0.0010839999999987526
758,0.0010860000000008085
759,0.0011049999999990234
760,0.0011519999999975994
761,0.0010900000000013677
762,0.0010729999999981032
763,0.0012959999999999638
764,0.001194999999999169
765,0.001298999999999495
766,0.0012070000000008463
767,0.001169999999998339
768,0.0011170000000007008
769,0.0010830000000012774
770,0.0010820000000002494
771,0.001069999999998572
772,0.001069999999998572
773,0.0010779999999996903
774,0.0010719999999970753
775,0.0010860000000008085
776,0.0011149999999986449
777,0.0011040000000015482
778,0.0013670000000018945
779,0.0012309999999970955
780,0.001152000000001152
781,0.0011669999999988079
782,0.0011299999999998533
783,0.001100000000000989
784,0.001100000000000989
785,0.0010759999999976344
786,0.0010849999999997806
787,0.0011019999999994923
788,0.001089999999997815
789,0.0010839999999987526
790,0.0010910000000023956
791,0.0010750000000001592
792,0.0010779999999996903
793,0.0014070000000003802
794,0.0012109999999978527
795,0.001452000000000453
796,0.0012550000000004502
797,0.00124800000000036
798,0.0011969999999976721
799,0.0011390000000019995
800,0.0011069999999975266
801,0.0010950000000029547
802,0.0010809999999992215
803,0.0010860000000008085
804,0.0010969999999979052
805,0.0010739999999991312
806,0.0010660000000015657
807,0.0012949999999989359
808,0.0012609999999995125
809,0.0012819999999997833
810,0.0011690000000008638
811,0.0011249999999982663
812,0.0011140000000011696
813,0.001125000000001819
814,0.0010729999999981032
815,0.0010800000000017462
816,0.0010860000000008085
817,0.001100000000000989
818,0.0010609999999999786
819,0.0010739999999991312
820,0.0010620000000010066
821,0.0010599999999989507
822,0.0010620000000010066
823,0.001066999999999041
824,0.0010599999999989507
825,0.0010830000000012774
826,0.0012499999999988631
827,0.0012620000000005405
828,0.0015010000000010848
829,0.0012410000000002697
830,0.0011329999999993845
831,0.0010989999999999611
832,0.0011070000000010793
833,0.0010829999999977247
834,0.001174999999999926
835,0.0010849999999997806
836,0.0010530000000024131
837,0.0010620000000010066
838,0.001077000000002215
839,0.0010620000000010066
840,0.0012380000000007385
841,0.001218999999998971
842,0.0012270000000000891
843,0.0011779999999994573
844,0.001142999999999006
845,0.0010919999999998709
846,0.0010869999999982838
847,0.0010660000000015657
848,0.0010980000000024859
849,0.0011450000000010618
850,0.0010910000000023956
851,0.0010599999999989507
852,0.0010709999999996
853,0.0011030000000005202
854,0.0010750000000001592
855,0.0010609999999999786
856,0.0012679999999996028
857,0.0012889999999998736
858,0.0014210000000005607
859,0.0012320000000016762
860,0.001125000000001819
861,0.0011039999999979955
862,0.0010900000000013677
863,0.0010760000000011871
864,0.001152000000001152
865,0.0010919999999998709
866,0.0010789999999971656
867,0.0010830000000012774
868,0.0010769999999986624
869,0.0010769999999986624
870,0.00124800000000036
871,0.001172000000000395
872,0.0013660000000008665
873,0.0015670000000014284
874,0.0014070000000003802
875,0.0011790000000004852
876,0.0011329999999993845
877,0.0011030000000005202
878,0.0011390000000019995
879,0.001093999999998374
880,0.0010760000000011871
881,0.0010779999999996903
882,0.0010820000000002494
883,0.0010890000000003397
884,0.001065999999998013
885,0.0010569999999994195
886,0.001274999999999693
887,0.0012330000000027042
888,0.0013930000000001996
889,0.0013329999999989184
890,0.0011580000000002144
891,0.0011089999999995825
892,0.0010840000000023053
893,0.0011369999999999436
894,0.0010840000000023053
895,0.0010910000000023956
896,0.0010589999999979227
897,0.0010849999999997806
898,0.0010779999999996903
899,0.0010550000000009163
900,0.0010660000000015657
901,0.0013089999999991164
902,0.0011420000000015307
903,0.0013059999999995853
904,0.0013539999999991892
905,0.0011909999999986098
906,0.0011609999999997456
907,0.0011289999999988254
908,0.0011219999999987351
909,0.0010930000000008988
910,0.0010739999999991312
911,0.0010620000000010066
912,0.0010769999999986624
913,0.0010650000000005377
914,0.0010880000000028645
915,0.0010639999999995098
916,0.0010580000000004475
917,0.0012919999999994047
918,0.0011259999999992942
919,0.00134999999999863
920,0.0015500000000017167
921,0.0012380000000007385
922,0.0012299999999996203
923,0.0011769999999984293
924,0.0013070000000006132
925,0.0013609999999992795
926,0.0012039999999977624
927,0.0011249999999982663
928,0.0011399999999994748
929,0.0010779999999996903
930,0.0010839999999987526
931,0.0012199999999999989
932,0.0012120000000024334
933,0.0013900000000006685
934,0.0011340000000004125
935,0.0012019999999992592
936,0.0012199999999999989
937,0.0011410000000005027
938,0.0011099999999970578
939,0.0011040000000015482
940,0.001093999999998374
941,0.0011100000000006105
942,0.0010790000000007183
943,0.0011049999999990234
944,0.0010769999999986624
945,0.0011159999999996728
946,0.0012399999999992417
947,0.0011039999999979955
948,0.0012730000000011898
949,0.0012570000000025061
950,0.0011150000000021976
951,0.0011320000000019093
952,0.0010940000000019268
953,0.001068000000000069
954,0.0010689999999975441
955,0.0011019999999994923
956,0.0010630000000020345
957,0.0010600000000025034
958,0.0010619999999974539
959,0.0010880000000028645
960,0.001066999999999041
961,0.00122299999999953
962,0.0011569999999991865
963,0.0012129999999999086
964,0.00150199999999856
965,0.001218999999998971
966,0.0011639999999992767
967,0.0011170000000007008
968,0.001094999999999402
969,0.0010750000000001592
970,0.0010790000000007183
971,0.0010790000000007183
972,0.0010779999999996903
973,0.0010639999999995098
974,0.0011159999999996728
975,0.0010760000000011871
976,0.0010650000000005377
977,0.0012149999999984118
978,0.0011050000000025761
979,0.0013100000000001444
980,0.0012059999999998183
981,0.0011970000000012249
982,0.0010900000000013677
983,0.001094999999999402
984,0.0010739999999991312
985,0.001074000000002684
986,0.001074000000002684
987,0.0010719999999970753
988,0.0010560000000019443
989,0.0011289999999988254
990,0.0010690000000010969
991,0.0010579999999968948
992,0.0012380000000007385
993,0.0011570000000027392
994,0.0011940000000016937
995,0.0011839999999985196
996,0.0011359999999989157
997,0.001146999999999565
998,0.0010790000000007183
999,0.0010719999999970753
1000,0.001068000000000069
