number,time
1,0.006776000000000337
number,time
2,0.0017430000000011603
number,time
3,0.001478999999999786
number,time
4,0.0014380000000002724
number,time
5,0.0012659999999993232
number,time
6,0.0012740000000004414
number,time
7,0.0012939999999996843
number,time
8,0.0012879999999988456
number,time
9,0.0015970000000002926
number,time
10,0.0014350000000007412
number,time
11,0.0017409999999991044
number,time
12,0.0013849999999990814
number,time
13,0.0016759999999997888
number,time
14,0.0015900000000002024
number,time
15,0.0013030000000000541
number,time
16,0.0012010000000000076
number,time
17,0.0011759999999991777
number,time
18,0.0012110000000014054
number,time
19,0.0012810000000005317
number,time
20,0.0012879999999988456
number,time
21,0.002575000000000216
number,time
22,0.0013570000000004967
number,time
23,0.0012849999999993145
number,time
24,0.0016970000000000596
number,time
25,0.0013170000000002346
number,time
26,0.0011849999999995475
number,time
27,0.0012570000000007298
number,time
28,0.001200000000000756
number,time
29,0.00120699999999907
number,time
30,0.0012359999999986826
number,time
31,0.0012949999999989359
number,time
32,0.0014600000000015712
number,time
33,0.0013559999999994687
number,time
34,0.0013079999999998648
number,time
35,0.0012150000000001882
number,time
36,0.0014409999999998035
number,time
37,0.0013020000000008025
number,time
38,0.0012510000000016674
number,time
39,0.0012150000000001882
number,time
40,0.001152000000001152
number,time
41,0.0011820000000000164
number,time
42,0.001172000000000395
number,time
43,0.0012220000000002784
number,time
44,0.0012170000000004677
number,time
45,0.0018879999999992236
number,time
46,0.0013529999999999376
number,time
47,0.0019069999999992149
number,time
48,0.0011539999999996553
number,time
49,0.001758999999999844
number,time
50,0.0019519999999992876
number,time
51,0.0014849999999988484
number,time
52,0.0013939999999994512
number,time
53,0.0012119999999988806
number,time
54,0.0012159999999994398
number,time
55,0.0013779999999989911
number,time
56,0.0012500000000006395
number,time
57,0.0011939999999999173
number,time
58,0.0011510000000001241
number,time
59,0.0014249999999993435
number,time
60,0.0011899999999993582
number,time
61,0.0011849999999995475
number,time
62,0.0012830000000008113
number,time
63,0.0010980000000007095
number,time
64,0.0011930000000006658
number,time
65,0.0011009999999984643
number,time
66,0.0012449999999990524
number,time
67,0.0011039999999997718
number,time
68,0.0011939999999999173
number,time
69,0.001132000000000133
number,time
70,0.0011390000000002232
number,time
71,0.0010580000000004475
number,time
72,0.0011159999999996728
number,time
73,0.0012319999999998998
number,time
74,0.0012619999999987641
number,time
75,0.0011659999999995563
number,time
76,0.0011489999999998446
number,time
77,0.0011239999999990147
number,time
78,0.001106999999999303
number,time
79,0.0011130000000001417
number,time
80,0.0014310000000001821
number,time
81,0.0014339999999997133
number,time
82,0.001513999999998461
number,time
83,0.0013759999999987116
number,time
84,0.0012950000000007122
number,time
85,0.0011860000000005755
number,time
86,0.0011369999999999436
number,time
87,0.0013710000000006772
number,time
88,0.0011419999999997543
number,time
89,0.0011489999999998446
number,time
90,0.001356000000001245
number,time
91,0.0012209999999992505
number,time
92,0.0012030000000002872
number,time
93,0.0011419999999997543
number,time
94,0.001148000000000593
number,time
95,0.0011250000000000426
number,time
96,0.0011050000000007998
number,time
97,0.001132000000000133
number,time
98,0.0010940000000001504
number,time
99,0.001122999999999763
number,time
100,0.0011020000000012686
number,time
101,0.0011489999999998446
number,time
102,0.0011250000000000426
number,time
103,0.0011379999999991952
number,time
104,0.0010639999999995098
number,time
105,0.0010930000000008988
number,time
106,0.0010870000000000601
number,time
107,0.0011030000000005202
number,time
108,0.001108000000000331
number,time
109,0.0011539999999996553
number,time
110,0.0012089999999993495
number,time
111,0.0011369999999999436
number,time
112,0.0012609999999995125
number,time
113,0.0012170000000004677
number,time
114,0.0011500000000008725
number,time
115,0.0011130000000001417
number,time
116,0.0011050000000007998
number,time
117,0.0010989999999999611
number,time
118,0.0011019999999994923
number,time
119,0.0010979999999989332
number,time
120,0.0010899999999995913
number,time
121,0.0010820000000002494
number,time
122,0.0011329999999993845
number,time
123,0.001118999999999204
number,time
124,0.0010929999999991225
number,time
125,0.001082999999999501
number,time
126,0.0011019999999994923
number,time
127,0.0011050000000007998
number,time
128,0.0011210000000012599
number,time
129,0.001124000000000791
number,time
130,0.0011290000000006017
number,time
131,0.0012169999999986914
number,time
132,0.0012660000000010996
number,time
133,0.001174999999999926
number,time
134,0.0011400000000012511
number,time
135,0.0011100000000006105
number,time
136,0.0011209999999994835
number,time
137,0.0010999999999992127
number,time
138,0.0010930000000008988
number,time
139,0.0011030000000005202
number,time
140,0.001110999999999862
number,time
141,0.0010760000000011871
number,time
142,0.0011259999999992942
number,time
143,0.0011529999999986273
number,time
144,0.0012930000000004327
number,time
145,0.0011790000000004852
number,time
146,0.0011260000000010706
number,time
147,0.0011279999999995738
number,time
148,0.0010940000000001504
number,time
149,0.001084000000000529
number,time
150,0.0010860000000008085
number,time
151,0.0010889999999985633
number,time
152,0.001084000000000529
number,time
153,0.001106999999999303
number,time
154,0.001260000000000261
number,time
155,0.0013889999999996405
number,time
156,0.0012040000000013151
number,time
157,0.001154999999998907
number,time
158,0.0011409999999987264
number,time
159,0.0011130000000001417
number,time
160,0.0011119999999991137
number,time
161,0.001176000000000954
number,time
162,0.001322999999999297
number,time
163,0.0011930000000006658
number,time
164,0.001120000000000232
number,time
165,0.0011130000000001417
number,time
166,0.0011130000000001417
number,time
167,0.0010990000000017375
number,time
168,0.0011380000000009716
number,time
169,0.001152000000001152
number,time
170,0.001106999999999303
number,time
171,0.0010980000000007095
number,time
172,0.0011039999999997718
number,time
173,0.00109600000000043
number,time
174,0.0012329999999991514
number,time
175,0.0012439999999998008
number,time
176,0.0011939999999999173
number,time
177,0.001218999999998971
number,time
178,0.001149000000001621
number,time
179,0.0011150000000004212
number,time
180,0.0011079999999985546
number,time
181,0.0012889999999998736
number,time
182,0.0010809999999992215
number,time
183,0.001046999999999798
number,time
184,0.001044000000000267
number,time
185,0.0010250000000002757
number,time
186,0.0010410000000007358
number,time
187,0.0010229999999999961
number,time
188,0.001030999999999338
number,time
189,0.0010019999999997253
number,time
190,0.0011599999999987176
number,time
191,0.0011660000000013326
number,time
192,0.001120000000000232
number,time
193,0.0010539999999998884
number,time
194,0.0010339999999988692
number,time
195,0.0010050000000010328
number,time
196,0.0010070000000013124
number,time
197,0.001006999999999536
number,time
198,0.0010180000000001854
number,time
199,0.0009999999999994458
number,time
200,0.000992000000000104
number,time
201,0.0009990000000001942
number,time
202,0.0009910000000008523
number,time
203,0.0009969999999999146
number,time
204,0.0009879999999995448
number,time
205,0.000980000000000203
number,time
206,0.001006999999999536
number,time
207,0.001188000000000855
number,time
208,0.0012460000000000804
number,time
209,0.0010999999999992127
number,time
210,0.001072000000000628
number,time
211,0.0010349999999998971
number,time
212,0.0010220000000007445
number,time
213,0.0010150000000006543
number,time
214,0.001033000000001394
number,time
215,0.0010100000000008436
number,time
216,0.0010300000000000864
number,time
217,0.0009980000000009426
number,time
218,0.0010010000000004737
number,time
219,0.0010220000000007445
number,time
220,0.0009899999999998244
number,time
221,0.000990999999999076
number,time
222,0.0010910000000006193
number,time
223,0.00109600000000043
number,time
224,0.0010419999999999874
number,time
225,0.001024000000001024
number,time
226,0.0010139999999996263
number,time
227,0.0010060000000002844
