number of asset,iteration,time
5,1,0.47098399999999785
5,2,0.4522100000000009
5,3,0.7481239999999971
5,4,0.7398349999999994
5,5,0.989495999999999
5,6,0.6500400000000006
5,7,0.5132639999999995
5,8,0.25713400000000064
5,9,0.16946700000000092
5,10,0.1802829999999993
5,11,0.21028300000000044
5,12,0.4293869999999984
5,13,0.43630199999999775
5,14,0.43761599999999845
5,15,0.4357140000000008
5,16,0.4385159999999999
5,17,0.17693799999999982
5,18,0.43725700000000245
5,19,0.4402460000000019
5,20,0.4355540000000033
5,21,0.43545999999999907
5,22,0.43236399999999975
5,23,0.4383399999999966
5,24,0.45644400000000473
5,25,0.44596599999999853
5,26,0.47793300000000016
5,27,0.47396100000000274
5,28,0.43765100000000245
5,29,0.5685879999999983
5,30,0.43437899999999985
5,31,0.4352390000000028
5,32,0.43589400000000467
5,33,0.43444099999999963
5,34,0.16248099999999965
5,35,0.4346869999999967
5,36,0.44192599999999516
5,37,0.1725020000000015
5,38,0.4357869999999977
5,39,0.4336759999999984
5,40,0.43468999999999625
5,41,0.4405220000000014
5,42,0.4329129999999992
5,43,0.43497099999999733
5,44,0.17561299999999846
5,45,0.4362289999999973
5,46,0.4364610000000013
5,47,0.43516400000000033
5,48,0.43869800000000225
5,49,0.20586899999999986
5,50,1.2338129999999978
5,51,0.4506769999999989
5,52,0.4366930000000053
5,53,0.4329490000000007
5,54,0.43624100000000254
5,55,0.434236999999996
5,56,0.1626759999999976
5,57,0.43587300000000084
5,58,0.4325490000000016
5,59,0.4336979999999997
5,60,0.16499499999999756
5,61,0.4336020000000005
5,62,0.433601000000003
5,63,0.4324110000000019
5,64,0.43567600000000084
5,65,0.4333170000000024
5,66,0.43730599999999953
5,67,0.4370270000000005
5,68,0.43690699999999794
5,69,0.43668399999999963
5,70,0.5221020000000038
5,71,0.46304899999999805
5,72,0.43812900000000354
5,73,0.4360029999999995
5,74,0.21010499999999865
5,75,0.14350900000000166
5,76,0.43614399999999875
5,77,0.4353280000000055
5,78,0.4369009999999989
5,79,0.43059500000000384
5,80,0.4337890000000044
5,81,0.43209600000000137
5,82,0.4282530000000051
5,83,0.16801399999999944
5,84,0.177184000000004
5,85,0.1663250000000005
5,86,0.22544500000000056
5,87,0.4332279999999997
5,88,0.4306400000000039
5,89,0.4326640000000026
5,90,0.4347259999999977
5,91,0.433322000000004
5,92,0.16843899999999934
5,93,0.18735899999999361
5,94,0.43155400000000554
5,95,0.43246399999999596
5,96,0.4344960000000029
5,97,0.432304000000002
5,98,0.4342370000000102
5,99,0.43359099999999273
5,100,0.43165799999999876
5,101,0.2560359999999946
5,102,0.31752600000000086
5,103,0.17704500000000678
5,104,0.43391400000000147
5,105,0.4313149999999979
5,106,0.43149600000000987
5,107,0.23499499999999784
5,108,0.17661999999999978
5,109,0.4289349999999956
5,110,0.43242600000000664
5,111,0.22930499999999654
5,112,0.4333039999999926
5,113,0.43189600000000894
5,114,0.43193399999999826
5,115,0.4298040000000043
5,116,0.43032700000000546
5,117,0.43271799999999416
5,118,0.15685700000000224
5,119,0.17906899999999837
5,120,0.43017400000000805
5,121,0.42881099999999606
5,122,0.20612700000000928
5,123,0.4310829999999868
5,124,0.23064999999999714
5,125,0.43203499999999906
5,126,0.43225800000000447
5,127,0.3764620000000036
5,128,0.20994400000000724
5,129,0.43030900000000827
5,130,0.43212299999999004
5,131,0.4310689999999937
5,132,0.275857000000002
5,133,0.43364400000000103
5,134,0.4299709999999948
5,135,0.43122900000000186
5,136,0.42857899999999916
5,137,0.42946399999999585
5,138,0.4325139999999976
5,139,0.45423100000000716
5,140,0.43860099999999136
5,141,0.43213200000000995
5,142,0.4342319999999944
5,143,0.42724300000000426
5,144,0.3103100000000012
5,145,0.4379119999999972
5,146,0.43202300000000093
5,147,0.429356999999996
5,148,0.4318889999999982
5,149,0.44197400000000187
5,150,0.4296280000000081
5,151,0.4285059999999987
5,152,0.4300139999999999
5,153,0.4282390000000049
5,154,0.42976600000000076
5,155,0.433762999999999
5,156,0.43374799999999425
5,157,0.43305700000000513
