number of asset,iteration,time
6,1,0.02629999999999999
6,2,0.017889000000000266
6,3,0.012478000000000655
6,4,0.010602999999999696
6,5,0.0097529999999999
6,6,0.009460999999999942
6,7,0.01034799999999958
6,8,0.009402999999999828
6,9,0.009019999999999584
6,10,0.00898600000000016
6,11,0.009352999999999945
6,12,0.00928299999999993
6,13,0.009094999999999409
6,14,0.008989999999999831
6,15,0.00930800000000076
6,16,0.009065000000000545
6,17,0.009377999999999886
6,18,0.009016999999999165
6,19,0.01018699999999928
6,20,0.009504999999999875
6,21,0.009244999999999948
6,22,0.009884000000000448
6,23,0.009275000000000588
6,24,0.009670999999999985
6,25,0.009011000000000102
6,26,0.009534999999999627
6,27,0.009507999999999406
6,28,0.0092920000000003
6,29,0.009519999999999307
6,30,0.008916000000000146
6,31,0.009282000000000679
6,32,0.008815999999999491
6,33,0.008839000000000041
6,34,0.0088089999999994
6,35,0.00930500000000034
6,36,0.008900000000000574
6,37,0.008853000000000222
6,38,0.009018000000000193
6,39,0.009095999999999549
6,40,0.009089000000000347
6,41,0.008910000000000196
6,42,0.008862999999999843
6,43,0.009161999999999892
6,44,0.008844999999999992
6,45,0.008802000000000199
6,46,0.009185999999999694
6,47,0.008891000000000204
6,48,0.008876000000000772
6,49,0.008812000000000708
6,50,0.00882000000000005
6,51,0.008782000000000068
6,52,0.008788000000000018
6,53,0.008761999999999937
6,54,0.008767000000000635
6,55,0.009500000000000064
6,56,0.008907999999999916
6,57,0.009515000000000384
6,58,0.00898800000000044
6,59,0.008999000000000201
6,60,0.008956000000000408
6,61,0.008938999999999808
6,62,0.008903000000000105
6,63,0.008845999999999243
6,64,0.00883300000000009
6,65,0.008855999999999753
6,66,0.008906000000000525
6,67,0.009280000000000399
6,68,0.009167999999999843
6,69,0.008911000000000335
6,70,0.009529999999999816
6,71,0.009171000000000262
6,72,0.009454999999999991
6,73,0.00942099999999968
6,74,0.009210999999999636
6,75,0.009767999999999333
6,76,0.00896299999999961
6,77,0.009841999999999906
6,78,0.00913300000000028
6,79,0.01006600000000013
6,80,0.07661999999999924
6,81,0.009068000000000076
6,82,0.009695999999999927
6,83,0.009079999999999977
6,84,0.010398000000000351
6,85,0.012717000000000311
6,86,0.011071000000000275
6,87,0.010600000000000165
6,88,0.011022999999999783
6,89,0.009511999999999965
6,90,0.009376999999999747
6,91,0.008896000000000015
6,92,0.00957799999999942
6,93,0.009002999999999872
6,94,0.008943000000000367
6,95,0.009125999999999301
6,96,0.008868000000000542
6,97,0.009107000000000198
6,98,0.008885000000000254
6,99,0.009212999999999916
6,100,0.008825000000000749
6,101,0.010131999999999586
6,102,0.009967999999999755
6,103,0.00911699999999982
6,104,0.009857000000000227
6,105,0.009043000000000134
6,106,0.009354000000000084
6,107,0.009159999999999613
6,108,0.010233999999999632
6,109,0.010007000000000765
6,110,0.009799000000000113
6,111,0.010125000000000384
6,112,0.009396999999999878
6,113,0.009506000000000014
6,114,0.009262000000000548
6,115,0.009622000000000241
6,116,0.010323000000000526
6,117,0.0091190000000001
6,118,0.01019699999999979
6,119,0.009326999999999863
6,120,0.010155000000000136
6,121,0.01006100000000032
6,122,0.009789999999999743
6,123,0.01036799999999971
6,124,0.00926099999999952
6,125,0.009475999999999374
6,126,0.009650999999999854
6,127,0.00913800000000009
6,128,0.010031999999999819
6,129,0.008901999999999965
6,130,0.009707999999999828
6,131,0.009218000000000615
6,132,0.009390999999999927
6,133,0.009594000000000769
6,134,0.0091190000000001
6,135,0.009627000000000052
6,136,0.00974200000000014
6,137,0.009663000000000643
6,138,0.009624000000000521
6,139,0.009201000000000015
6,140,0.009791999999999135
6,141,0.009198999999999735
6,142,0.009704000000000157
6,143,0.008913999999999866
6,144,0.009790999999999883
6,145,0.00943800000000028
6,146,0.009479999999999933
6,147,0.009541999999999717
6,148,0.009567000000000547
6,149,0.00942599999999949
6,150,0.008915000000000006
6,151,0.009528999999999677
6,152,0.009442000000000839
6,153,0.009300999999999782
6,154,0.00958599999999965
6,155,0.009082000000000257
6,156,0.009695999999999927
6,157,0.009063999999999517
6,158,0.009983000000000075
6,159,0.00926699999999947
6,160,0.009599999999999831
6,161,0.009547999999999668
6,162,0.00929700000000011
6,163,0.009801999999999644
6,164,0.009341000000000044
6,165,0.010035000000000238
6,166,0.00972999999999935
6,167,0.0092459999999992
6,168,0.009644999999999904
6,169,0.009221999999999397
6,170,0.009856000000000087
6,171,0.008928000000000047
6,172,0.009875000000000078
6,173,0.009364000000000594
6,174,0.00943000000000005
6,175,0.009671999999999237
6,176,0.00943399999999972
6,177,0.009800999999999505
6,178,0.009241999999999528
6,179,0.00974900000000023
6,180,0.009272000000000169
6,181,0.00944500000000037
6,182,0.009708999999999968
6,183,0.009087000000000067
6,184,0.0097529999999999
6,185,0.00927800000000012
6,186,0.009570000000000078
6,187,0.009354000000000084
6,188,0.009715000000000806
6,189,0.00928500000000021
6,190,0.008899999999999686
6,191,0.00914200000000065
6,192,0.008924000000000376
6,193,0.008972999999999232
6,194,0.008918000000000426
6,195,0.008924000000000376
6,196,0.008885000000000254
6,197,0.008912000000000475
6,198,0.009217000000000475
6,199,0.009165000000000312
6,200,0.009414000000000478
6,201,0.00882000000000005
6,202,0.009253000000000178
6,203,0.008882999999999974
6,204,0.008892999999999596
6,205,0.008820999999999302
6,206,0.00897099999999984
6,207,0.008920999999999957
6,208,0.008903000000000105
6,209,0.00911499999999954
6,210,0.009082000000000257
6,211,0.009104999999999919
6,212,0.009220000000000006
6,213,0.009118999999999211
6,214,0.008874000000000493
6,215,0.008859000000000172
6,216,0.008856999999999893
6,217,0.008860999999999564
6,218,0.008777000000000257
6,219,0.008894000000000624
6,220,0.008881999999999834
6,221,0.009159999999999613
6,222,0.008878000000000164
6,223,0.00883300000000009
6,224,0.009205999999999825
6,225,0.008791999999999689
6,226,0.00879899999999978
6,227,0.008751000000000175
6,228,0.008817000000000519
6,229,0.008765999999999607
6,230,0.008926999999999907
6,231,0.008770999999999418
6,232,0.00895499999999938
6,233,0.008792999999999829
6,234,0.009170999999999374
6,235,0.008899000000000434
6,236,0.009214000000000055
6,237,0.00885000000000069
6,238,0.008788000000000018
6,239,0.0089750000000004
6,240,0.008907999999999916
6,241,0.008893000000000484
6,242,0.008848999999999663
6,243,0.008985999999999272
6,244,0.008826
6,245,0.009182000000000023
6,246,0.008869999999999933
6,247,0.008871000000000073
6,248,0.009380000000000166
6,249,0.008875999999999884
6,250,0.008839000000000041
6,251,0.008830999999999811
6,252,0.008841999999999572
6,253,0.00879099999999955
6,254,0.008854000000000362
6,255,0.00884100000000032
6,256,0.009137000000000839
6,257,0.008892000000000344
6,258,0.009168999999999983
6,259,0.008901999999999965
6,260,0.009261000000000408
6,261,0.008789000000000158
6,262,0.008817000000000519
6,263,0.0088140000000001
6,264,0.008785999999999738
6,265,0.008803000000000338
6,266,0.008797000000000388
6,267,0.00910899999999959
6,268,0.008915000000000006
6,269,0.008913000000000615
6,270,0.008783000000000207
6,271,0.00883600000000051
6,272,0.009148999999999852
6,273,0.00880700000000001
6,274,0.008820999999999302
6,275,0.00895899999999994
6,276,0.008896000000000015
6,277,0.008855999999999753
6,278,0.00911099999999987
6,279,0.009013000000000382
6,280,0.008939999999999948
6,281,0.00884100000000032
